title,genre,description,language,duration,episodes,rating,cast,keywords,source,poster_url,combined_features
kill bill vol 2,action crime thriller,the bride continues her quest of vengeance against her former boss and lover bill the reclusive bouncer budd and the treacherous one eyed elle,english,137.0,1,8.0,uma thurman david carradine michael madsen daryl hannah,action crime thriller,imdb,"https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",action crime thriller english 137.0 1 action crime thriller the bride continues her quest of vengeance against her former boss and lover bill the reclusive bouncer budd and the treacherous one eyed elle uma thurman david carradine michael madsen daryl hannah
vozvrashchenie,drama,in the russian wilderness two brothers face a range of new conflicting emotions when their father a man they know only through a single photograph resurfaces,english,110.0,1,8.0,vladimir garin ivan dobronravov konstantin lavronenko nataliya vdovina,drama,imdb,"https://m.media-amazon.com/images/M/MV5BYmViZTY1OWEtMTQxMy00OGQ5LTgzZjAtYTQzOTYxNjliYTI4XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_UY98_CR1,0,67,98_AL_.jpg",drama english 110.0 1 drama in the russian wilderness two brothers face a range of new conflicting emotions when their father a man they know only through a single photograph resurfaces vladimir garin ivan dobronravov konstantin lavronenko nataliya vdovina
bom yeoareum gaeul gyeoul geurigo bom,drama romance,a boy is raised by a buddhist monk in an isolated floating temple where the years pass like the seasons,english,103.0,1,8.0,ki duk kim yeong su oh jong ho kim kim young min,drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BZGYxOTRlM2MtNWRjZS00NDk2LWExM2EtMDFiYTgyMGJkZGYyXkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UY98_CR1,0,67,98_AL_.jpg",drama romance english 103.0 1 drama romance a boy is raised by a buddhist monk in an isolated floating temple where the years pass like the seasons ki duk kim yeong su oh jong ho kim kim young min
mar adentro,biography drama,the factual story of spaniard ramon sampedro who fought a thirty year campaign in favor of euthanasia and his own right to die,english,126.0,1,8.0,javier bardem bel n rueda lola due as mabel rivera,biography drama,imdb,"https://m.media-amazon.com/images/M/MV5BMjE0NDk2NjgwMV5BMl5BanBnXkFtZTYwMTgyMzA3._V1_UX67_CR0,0,67,98_AL_.jpg",biography drama english 126.0 1 biography drama the factual story of spaniard ramon sampedro who fought a thirty year campaign in favor of euthanasia and his own right to die javier bardem bel n rueda lola due as mabel rivera
cinderella man,biography drama history,the story of james j braddock a supposedly washed up boxer who came back to become a champion and an inspiration in the 1930s,english,144.0,1,8.0,russell crowe ren e zellweger craig bierko paul giamatti,biography drama history,imdb,"https://m.media-amazon.com/images/M/MV5BODEyYmQxZjUtZGQ0NS00ZTAwLTkwOGQtNGY2NzEwMWE0MDc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",biography drama history english 144.0 1 biography drama history the story of james j braddock a supposedly washed up boxer who came back to become a champion and an inspiration in the 1930s russell crowe ren e zellweger craig bierko paul giamatti
kal ho naa ho,comedy drama musical,naina an introverted perpetually depressed girl s life changes when she meets aman but aman has a secret of his own which changes their lives forever embroiled in all this is rohit naina s best friend who conceals his love for her,hindi,186.0,1,8.0,preity zinta shah rukh khan saif ali khan jaya bachchan,comedy drama musical,imdb,"https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama musical hindi 186.0 1 comedy drama musical naina an introverted perpetually depressed girl s life changes when she meets aman but aman has a secret of his own which changes their lives forever embroiled in all this is rohit naina s best friend who conceals his love for her preity zinta shah rukh khan saif ali khan jaya bachchan
mou gaan dou,action crime drama,a story between a mole in the police department and an undercover cop their objectives are the same to find out who is the mole and who is the cop,english,101.0,1,8.0,alan mak andy lau tony chiu wai leung anthony chau sang wong,action crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BM2U0NTcxOTktN2MwZS00N2Q2LWJlYWItMTg0NWIyMDIxNzU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",action crime drama english 101.0 1 action crime drama a story between a mole in the police department and an undercover cop their objectives are the same to find out who is the mole and who is the cop alan mak andy lau tony chiu wai leung anthony chau sang wong
pirates of the caribbean the curse of the black pearl,action adventure fantasy,blacksmith will turner teams up with eccentric pirate captain jack sparrow to save his love the governor s daughter from jack s former pirate allies who are now undead,english,143.0,1,8.0,johnny depp geoffrey rush orlando bloom keira knightley,action adventure fantasy,imdb,"https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure fantasy english 143.0 1 action adventure fantasy blacksmith will turner teams up with eccentric pirate captain jack sparrow to save his love the governor s daughter from jack s former pirate allies who are now undead johnny depp geoffrey rush orlando bloom keira knightley
big fish,adventure drama fantasy,a frustrated son tries to determine the fact from fiction in his dying father s life,english,125.0,1,8.0,ewan mcgregor albert finney billy crudup jessica lange,adventure drama fantasy,imdb,"https://m.media-amazon.com/images/M/MV5BMmU3NzIyODctYjVhOC00NzBmLTlhNWItMzBlODEwZTlmMjUzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure drama fantasy english 125.0 1 adventure drama fantasy a frustrated son tries to determine the fact from fiction in his dying father s life ewan mcgregor albert finney billy crudup jessica lange
the incredibles,animation action adventure,a family of undercover superheroes while trying to live the quiet suburban life are forced into action to save the world,english,115.0,1,8.0,craig t nelson samuel l jackson holly hunter jason lee,animation action adventure,imdb,"https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",animation action adventure english 115.0 1 animation action adventure a family of undercover superheroes while trying to live the quiet suburban life are forced into action to save the world craig t nelson samuel l jackson holly hunter jason lee
yeopgijeogin geunyeo,comedy drama romance,a young man sees a drunk cute woman standing too close to the tracks at a metro station in seoul and pulls her back she ends up getting him into trouble repeatedly after that starting on the train,english,137.0,1,8.0,tae hyun cha jun ji hyun in mun kim song wok suk,comedy drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BMjM2NTYxMTE3OV5BMl5BanBnXkFtZTgwNDgwNjgwMzE@._V1_UY98_CR3,0,67,98_AL_.jpg",comedy drama romance english 137.0 1 comedy drama romance a young man sees a drunk cute woman standing too close to the tracks at a metro station in seoul and pulls her back she ends up getting him into trouble repeatedly after that starting on the train tae hyun cha jun ji hyun in mun kim song wok suk
dogville,crime drama,a woman on the run from the mob is reluctantly accepted in a small colorado community in exchange for labor but when a search visits the town she finds out that their support has a price,english,178.0,1,8.0,nicole kidman paul bettany lauren bacall harriet andersson,crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTkwNTg2MTI1NF5BMl5BanBnXkFtZTcwMDM1MzUyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama english 178.0 1 crime drama a woman on the run from the mob is reluctantly accepted in a small colorado community in exchange for labor but when a search visits the town she finds out that their support has a price nicole kidman paul bettany lauren bacall harriet andersson
vizontele,comedy drama,lives of residents in a small anatolian village change when television is introduced to them,english,110.0,1,8.0,mer faruk sorak yilmaz erdogan demet akbag altan erkekli,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BMjA2MzM4NjkyMF5BMl5BanBnXkFtZTYwMTQ2ODc5._V1_UY98_CR2,0,67,98_AL_.jpg",comedy drama english 110.0 1 comedy drama lives of residents in a small anatolian village change when television is introduced to them mer faruk sorak yilmaz erdogan demet akbag altan erkekli
donnie darko,drama mystery sci fi,after narrowly escaping a bizarre accident a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes,english,113.0,1,8.0,jake gyllenhaal jena malone mary mcdonnell holmes osborne,drama mystery sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",drama mystery sci fi english 113.0 1 drama mystery sci fi after narrowly escaping a bizarre accident a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes jake gyllenhaal jena malone mary mcdonnell holmes osborne
magnolia,drama,an epic mosaic of interrelated characters in search of love forgiveness and meaning in the san fernando valley,english,188.0,1,8.0,tom cruise jason robards julianne moore philip seymour hoffman,drama,imdb,"https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 188.0 1 drama an epic mosaic of interrelated characters in search of love forgiveness and meaning in the san fernando valley tom cruise jason robards julianne moore philip seymour hoffman
dancer in the dark,crime drama musical,an east european girl travels to the united states with her young son expecting it to be like a hollywood film,english,140.0,1,8.0,bj rk catherine deneuve david morse peter stormare,crime drama musical,imdb,"https://m.media-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama musical english 140.0 1 crime drama musical an east european girl travels to the united states with her young son expecting it to be like a hollywood film bj rk catherine deneuve david morse peter stormare
the straight story,biography drama,an old man makes a long journey by lawnmower to mend his relationship with an ill brother,english,112.0,1,8.0,richard farnsworth sissy spacek jane galloway heitz joseph a carpenter,biography drama,imdb,"https://m.media-amazon.com/images/M/MV5BNmE1MDk4OWEtYjk1NS00MWU2LTk5ZWItYjZhYmRkODRjMDc0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",biography drama english 112.0 1 biography drama an old man makes a long journey by lawnmower to mend his relationship with an ill brother richard farnsworth sissy spacek jane galloway heitz joseph a carpenter
p fekuto bur,animation crime mystery,a pop singer gives up her career to become an actress but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past,english,81.0,1,8.0,junko iwao rica matsumoto shinpachi tsuji masaaki kura,animation crime mystery,imdb,"https://m.media-amazon.com/images/M/MV5BMmMzOWNhNTYtYmY0My00OGJiLWIzNDUtZWRhNGY0NWFjNzFmXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_UX67_CR0,0,67,98_AL_.jpg",animation crime mystery english 81.0 1 animation crime mystery a pop singer gives up her career to become an actress but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past junko iwao rica matsumoto shinpachi tsuji masaaki kura
festen,drama,at helge s 60th birthday party some unpleasant family truths are revealed,english,105.0,1,8.0,ulrich thomsen henning moritzen thomas bo larsen paprika steen,drama,imdb,"https://m.media-amazon.com/images/M/MV5BYTg3Yjc4N2QtZDdlNC00NmU2LWFiYjktYjI3NTMwMjk4M2FmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR4,0,67,98_AL_.jpg",drama english 105.0 1 drama at helge s 60th birthday party some unpleasant family truths are revealed ulrich thomsen henning moritzen thomas bo larsen paprika steen
central do brasil,drama,an emotive journey of a former school teacher who writes letters for illiterate people and a young boy whose mother has just died as they search for the father he never knew,english,110.0,1,8.0,fernanda montenegro vin cius de oliveira mar lia p ra soia lira,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMjE3ZDA5ZmUtYTk1ZS00NmZmLWJhNTItYjIwZjUwN2RjNzIyXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 110.0 1 drama an emotive journey of a former school teacher who writes letters for illiterate people and a young boy whose mother has just died as they search for the father he never knew fernanda montenegro vin cius de oliveira mar lia p ra soia lira
the iron giant,animation action adventure,a young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy,english,86.0,1,8.0,eli marienthal harry connick jr jennifer aniston vin diesel,animation action adventure,imdb,"https://m.media-amazon.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",animation action adventure english 86.0 1 animation action adventure a young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy eli marienthal harry connick jr jennifer aniston vin diesel
knockin on heaven s door,action crime comedy,two terminally ill patients escape from a hospital steal a car and rush towards the sea,english,87.0,1,8.0,til schweiger jan josef liefers thierry van werveke moritz bleibtreu,action crime comedy,imdb,"https://m.media-amazon.com/images/M/MV5BMTk2MjcxNjMzN15BMl5BanBnXkFtZTgwMTE3OTEwNjE@._V1_UY98_CR3,0,67,98_AL_.jpg",action crime comedy english 87.0 1 action crime comedy two terminally ill patients escape from a hospital steal a car and rush towards the sea til schweiger jan josef liefers thierry van werveke moritz bleibtreu
